time,cell_id,x,y,theta
1,33,40.31675115055552,32.38623573111835,331.2
1,34,42.60069649103798,31.311492633646143,338.40000000000003
1,35,45.00133326798641,30.53147846131451,345.59999999999997
1,36,47.480802005357475,30.058494503579,352.8
1,37,49.99999999999999,29.9,360.0
1,38,52.5191979946425,30.058494503578995,367.19999999999993
1,39,54.99866673201357,30.531478461314506,374.4
1,40,57.39930350896202,31.311492633646143,381.59999999999997
1,41,59.68324884944445,32.38623573111833,388.79999999999995
1,42,61.8144835710787,33.73875841306355,396.0
1,43,63.75939682916663,35.34773058882961,403.19999999999993
1,44,65.48731617979335,37.18777780605133,410.4
1,45,66.9709913025905,39.22988142092216,417.59999999999997
1,46,68.18702375456698,41.44183623954201,424.79999999999995
1,47,69.11623597753258,43.78875841306355,432.0
1,48,69.74397373964663,46.23363557682691,439.19999999999993
1,49,70.06033724140826,48.737910557460786,446.4
2,0,70.04071696655245,52.53173131799895,97.2
2,1,69.56537985479835,55.02353572073007,104.39999999999999
2,2,68.78148501494267,57.436115964230495,111.60000000000001
2,3,67.70139493688605,59.73142421685465,118.79999999999998
2,4,66.34214328637394,61.873262096307954,126.0
2,5,64.72516627391252,63.82785153975951,133.20000000000002
2,6,62.87596459292353,65.56436750407094,140.4
2,7,60.82370125857573,67.05542409514071,147.6
2,8,58.600741689614466,68.2775064598136,154.79999999999998
2,9,56.24214328637394,69.2113416291621,162.0
2,10,53.78510255463164,69.84220246471952,169.20000000000002
2,11,51.26836849449213,70.16013991425109,176.4
2,12,48.73163150550788,70.16013991425109,183.59999999999997
2,13,46.214897445368365,69.84220246471952,190.79999999999998
2,14,43.75785671362606,69.2113416291621,198.0
2,15,41.39925831038554,68.2775064598136,205.2
2,16,39.17629874142426,67.0554240951407,212.4
2,17,37.12403540707646,65.56436750407094,219.60000000000002
2,18,35.274833726087486,63.82785153975951,226.8
2,19,33.65785671362606,61.873262096307954,234.0
2,20,32.29860506311395,59.73142421685465,241.20000000000002
2,21,31.218514985057322,57.43611596423049,248.4
2,22,30.43462014520165,55.02353572073007,255.59999999999997
2,23,29.95928303344755,52.531731317998954,262.8
2,24,29.8,50.0,270.0
2,25,29.95928303344755,47.46826868200105,277.2
2,26,30.434620145201652,44.976464279269926,284.40000000000003
2,27,31.218514985057322,42.563884035769505,291.59999999999997
2,28,32.29860506311395,40.26857578314535,298.8
2,29,33.65785671362606,38.12673790369204,306.0
2,30,35.27483372608748,36.17214846024049,313.19999999999993
2,31,37.12403540707646,34.43563249592906,320.4
2,32,39.176298741424276,32.94457590485929,327.6
2,33,41.39925831038554,31.722493540186406,334.8
2,34,43.757856713626076,30.788658370837894,342.00000000000006
2,35,46.214897445368365,30.157797535280487,349.2
2,36,48.73163150550787,29.839860085748914,356.40000000000003
2,37,51.26836849449214,29.839860085748914,363.6
2,38,53.78510255463163,30.157797535280487,370.8
2,39,56.24214328637393,30.788658370837894,378.0
2,40,58.600741689614466,31.722493540186406,385.2
2,41,60.82370125857572,32.94457590485929,392.4
2,42,62.87596459292354,34.435632495929056,399.6
2,43,64.7251662739125,36.172148460240486,406.8
2,44,66.34214328637394,38.12673790369204,414.0
2,45,67.70139493688605,40.26857578314535,421.2
2,46,68.78148501494267,42.56388403576949,428.4
2,47,69.56537985479835,44.97646427926994,435.6
2,48,70.04071696655245,47.468268682001046,442.8
2,49,70.2,49.99999999999999,450.0
3,0,69.94043118979238,53.80384068609021,100.8
3,1,69.30644728079162,56.27304498581143,108.0
3,2,68.3679891650602,58.643319618770974,115.2
3,3,67.13985688769091,60.87728393807363,122.39999999999999
3,4,65.64141882834852,62.939706991898404,129.6
3,5,63.89630625035238,64.79806313665466,136.79999999999998
3,6,61.932040621537205,66.42304498581143,144.0
3,7,59.77959958426482,67.78902560489043,151.20000000000002
3,8,57.47292841949896,68.8744626635315,158.4
3,9,55.04840470944655,69.66223817091122,165.6
3,10,52.544264641355376,70.1399284366839,172.79999999999998
3,11,50.0,70.3,180.0
3,12,47.455735358644624,70.1399284366839,187.20000000000002
3,13,44.95159529055344,69.66223817091122,194.4
3,14,42.52707158050104,68.8744626635315,201.6
3,15,40.220400415735185,67.78902560489044,208.79999999999998
3,16,38.0679593784628,66.42304498581143,216.0
3,17,36.10369374964762,64.79806313665466,223.20000000000002
3,18,34.35858117165148,62.939706991898404,230.4
3,19,32.860143112309096,60.87728393807364,237.59999999999997
3,20,31.63201083493981,58.64331961877098,244.79999999999998
3,21,30.69355271920838,56.27304498581144,252.0
3,22,30.05956881020762,53.80384068609022,259.19999999999993
3,23,29.740057412906086,51.274647546445074,266.4
3,24,29.740057412906086,48.72535245355495,273.59999999999997
3,25,30.059568810207615,46.196159313909796,280.8
3,26,30.693552719208377,43.72695501418857,288.0
3,27,31.632010834939802,41.35668038122903,295.19999999999993
3,28,32.86014311230909,39.122716061926376,302.40000000000003
3,29,34.35858117165148,37.060293008101596,309.59999999999997
3,30,36.103693749647604,35.20193686334535,316.79999999999995
3,31,38.06795937846279,33.57695501418857,324.0
3,32,40.22040041573518,32.210974395109574,331.2
3,33,42.527071580501044,31.125537336468494,338.40000000000003
3,34,44.951595290553456,30.337761829088784,345.6
3,35,47.45573535864462,29.860071563316104,352.8
3,36,49.99999999999999,29.7,360.0
3,37,52.544264641355376,29.860071563316104,367.2
3,38,55.04840470944654,30.33776182908878,374.4
3,39,57.472928419498956,31.125537336468494,381.59999999999997
3,40,59.779599584264815,32.21097439510957,388.8
3,41,61.93204062153718,33.576955014188556,395.99999999999994
3,42,63.89630625035238,35.201936863345345,403.2
3,43,65.64141882834852,37.06029300810159,410.4
3,44,67.1398568876909,39.12271606192636,417.59999999999997
3,45,68.3679891650602,41.35668038122902,424.8
3,46,69.30644728079162,43.72695501418855,431.99999999999994
3,47,69.94043118979238,46.19615931390979,439.2
3,48,70.25994258709392,48.725352453554926,446.4
3,49,70.25994258709392,51.27464754644505,453.59999999999997
4,0,69.75909648702408,55.073273698163035,104.39999999999999
4,1,68.96744031212032,57.50974087476743,111.60000000000001
4,2,67.87665627289482,59.82777495167499,118.79999999999998
4,3,66.50394668524893,61.99081914676645,126.0
4,4,64.8709599993968,63.96476096094525,133.20000000000002
4,5,63.00344939087327,65.7184701526261,140.4
4,6,60.930866617571525,67.2242896802411,147.6
4,7,58.68589754792748,68.4584718703068,154.79999999999998
4,8,56.30394668524893,69.40155293242114,162.0
4,9,53.82257881754878,70.03865991486525,169.20000000000002
4,10,51.280926598398,70.35974525993674,176.4
4,11,48.719073401602,70.35974525993674,183.6
4,12,46.17742118245122,70.03865991486525,190.79999999999998
4,13,43.696053314751076,69.40155293242114,198.0
4,14,41.31410245207252,68.4584718703068,205.20000000000002
4,15,39.069133382428475,67.22428968024111,212.4
4,16,36.99655060912673,65.7184701526261,219.6
4,17,35.129040000603204,63.96476096094525,226.8
4,18,33.49605331475107,61.990819146766455,234.0
4,19,32.12334372710519,59.827774951674996,241.19999999999996
4,20,31.032559687879676,57.50974087476743,248.4
4,21,30.240903512975922,55.073273698163035,255.59999999999997
4,22,29.760860093184657,52.55679796471181,262.8
4,23,29.600000000000005,50.000000000000014,270.0
4,24,29.760860093184657,47.4432020352882,277.19999999999993
4,25,30.240903512975922,44.926726301836965,284.40000000000003
4,26,31.032559687879672,42.49025912523257,291.59999999999997
4,27,32.12334372710518,40.17222504832502,298.8
4,28,33.496053314751066,38.00918085323355,306.0
4,29,35.129040000603204,36.03523903905475,313.2
4,30,36.99655060912672,34.2815298473739,320.4
4,31,39.06913338242846,32.7757103197589,327.59999999999997
4,32,41.31410245207253,31.5415281296932,334.8
4,33,43.69605331475108,30.598447067578864,342.00000000000006
4,34,46.17742118245123,29.96134008513475,349.20000000000005
4,35,48.71907340160201,29.64025474006326,356.40000000000003
4,36,51.280926598398,29.64025474006326,363.6
4,37,53.822578817548795,29.961340085134754,370.8
4,38,56.303946685248924,30.598447067578864,378.0
4,39,58.68589754792748,31.541528129693205,385.2
4,40,60.93086661757153,32.7757103197589,392.40000000000003
4,41,63.00344939087326,34.28152984737389,399.59999999999997
4,42,64.8709599993968,36.03523903905476,406.8
4,43,66.50394668524892,38.009180853233545,414.0
4,44,67.87665627289482,40.17222504832501,421.2
4,45,68.96744031212033,42.49025912523257,428.40000000000003
4,46,69.75909648702407,44.92672630183695,435.59999999999997
4,47,70.23913990681534,47.4432020352882,442.8
4,48,70.4,49.99999999999999,450.0
4,49,70.23913990681534,52.556797964711805,457.2
5,0,69.49665858405065,56.334848384686424,108.0
5,1,68.5489545755534,58.72847547708399,115.2
5,2,67.30872247279132,60.98444929706943,122.39999999999999
5,3,65.79552147690369,63.06719178984814,129.6
5,4,64.03321567153812,64.94385686213894,136.79999999999998
5,5,62.0495976719957,66.58484838468642,144.0
5,6,59.87595031908516,67.9642869408992,151.20000000000002
5,7,57.5465533300359,69.06041796070915,158.4
5,8,55.09814268687953,69.85595480313694,165.6
5,9,52.569331288068234,70.33835137694679,172.79999999999998
5,10,50.0,70.5,180.0
5,11,47.430668711931766,70.33835137694679,187.20000000000002
5,12,44.90185731312048,69.85595480313694,194.4
5,13,42.4534466699641,69.06041796070916,201.6
5,14,40.124049680914844,67.9642869408992,208.79999999999998
5,15,37.9504023280043,66.58484838468642,216.0
5,16,35.966784328461884,64.94385686213894,223.20000000000002
5,17,34.20447852309631,63.06719178984813,230.4
5,18,32.69127752720869,60.98444929706943,237.59999999999997
5,19,31.451045424446605,58.72847547708399,244.79999999999998
5,20,30.50334141594935,56.334848384686424,252.0
5,21,29.863111360061882,53.84131694900735,259.2
5,22,29.540452067220432,51.28720565035093,266.40000000000003
5,23,29.540452067220432,48.71279434964909,273.59999999999997
5,24,29.86311136006188,46.15868305099265,280.8
5,25,30.503341415949347,43.665151615313576,288.0
5,26,31.451045424446605,41.27152452291601,295.2
5,27,32.69127752720868,39.015550702930575,302.40000000000003
5,28,34.20447852309632,36.93280821015186,309.59999999999997
5,29,35.966784328461884,35.05614313786106,316.8
5,30,37.9504023280043,33.415151615313576,324.0
5,31,40.12404968091482,32.03571305910081,331.19999999999993
5,32,42.45344666996411,30.939582039290844,338.40000000000003
5,33,44.90185731312049,30.144045196863058,345.6
5,34,47.43066871193177,29.661648623053207,352.8
5,35,49.99999999999999,29.5,360.0
5,36,52.569331288068234,29.661648623053207,367.2
5,37,55.09814268687953,30.14404519686306,374.40000000000003
5,38,57.54655333003589,30.939582039290844,381.59999999999997
5,39,59.875950319085156,32.03571305910079,388.8
5,40,62.04959767199569,33.415151615313576,396.0
5,41,64.0332156715381,35.05614313786105,403.19999999999993
5,42,65.79552147690369,36.93280821015186,410.40000000000003
5,43,67.3087224727913,39.01555070293056,417.59999999999997
5,44,68.5489545755534,41.271524522916,424.8
5,45,69.49665858405065,43.665151615313576,432.0
5,46,70.13688863993812,46.15868305099262,439.19999999999993
5,47,70.45954793277957,48.71279434964908,446.40000000000003
5,48,70.45954793277957,51.28720565035091,453.59999999999997
5,49,70.13688863993812,53.84131694900735,460.8
6,0,69.15339560929797,57.583365785304366,111.60000000000001
6,1,68.0519176089036,59.92412568649534,118.79999999999998
6,2,66.66575008412391,62.10837619722494,126.0
6,3,65.01675372488108,64.10167038213099,133.20000000000002
6,4,63.13093418882301,65.87257280118126,140.4
6,5,61.03803197656733,67.3931552653415,147.6
6,6,58.7710534062405,68.6394372808,154.79999999999998
6,7,56.36575008412392,69.59176423568016,162.0
6,8,53.860055080465926,70.23511736501099,169.20000000000002
6,9,51.29348470230386,70.5593506056224,176.4
6,10,48.70651529769614,70.5593506056224,183.6
6,11,46.139944919534074,70.23511736501099,190.79999999999998
6,12,43.63424991587608,69.59176423568017,198.0
6,13,41.2289465937595,68.6394372808,205.20000000000002
6,14,38.961968023432675,67.39315526534152,212.4
6,15,36.869065811177,65.87257280118126,219.59999999999997
6,16,34.983246275118915,64.10167038213099,226.8
6,17,33.33424991587607,62.10837619722494,234.0
6,18,31.94808239109641,59.92412568649533,241.20000000000002
6,19,30.846604390702023,57.58336578530437,248.4
6,20,30.047186880750193,55.12301167559601,255.59999999999997
6,21,29.56243715292176,52.58186461142466,262.8
6,22,29.4,50.0,270.0
6,23,29.56243715292176,47.41813538857534,277.19999999999993
6,24,30.047186880750193,44.876988324403996,284.40000000000003
6,25,30.84660439070202,42.416634214695634,291.59999999999997
6,26,31.94808239109641,40.07587431350466,298.8
6,27,33.33424991587607,37.89162380277506,306.0
6,28,34.983246275118915,35.89832961786901,313.2
6,29,36.869065811176995,34.12742719881874,320.40000000000003
6,30,38.96196802343266,32.606844734658495,327.59999999999997
6,31,41.228946593759495,31.3605627192,334.8
6,32,43.634249915876076,30.408235764319837,342.0
6,33,46.139944919534074,29.76488263498901,349.2
6,34,48.70651529769615,29.4406493943776,356.40000000000003
6,35,51.29348470230384,29.4406493943776,363.59999999999997
6,36,53.86005508046592,29.764882634989007,370.8
6,37,56.36575008412392,30.40823576431983,378.0
6,38,58.77105340624048,31.36056271919999,385.19999999999993
6,39,61.03803197656732,32.60684473465848,392.4
6,40,63.130934188823,34.12742719881873,399.59999999999997
6,41,65.01675372488106,35.898329617868995,406.79999999999995
6,42,66.66575008412391,37.89162380277505,414.0
6,43,68.05191760890358,40.07587431350465,421.19999999999993
6,44,69.15339560929797,42.41663421469562,428.4
6,45,69.9528131192498,44.87698832440398,435.59999999999997
6,46,70.43756284707824,47.41813538857531,442.79999999999995
6,47,70.6,49.99999999999999,450.0
6,48,70.43756284707824,52.58186461142465,457.19999999999993
6,49,69.95281311924981,55.123011675596,464.40000000000003
7,0,68.7299199860466,58.813631335397005,115.2
7,1,67.47758805789171,61.09161465606523,122.39999999999999
7,2,65.94962412545884,63.19467658779788,129.6
7,3,64.17012509272385,65.08965058762323,136.79999999999998
7,4,62.16715472245419,66.74665178356142,144.0
7,5,59.97230105390551,68.13954827690797,151.20000000000002
7,6,57.620178240572834,69.2463732578868,158.4
7,7,55.147880664312495,70.04967143536267,165.6
7,8,52.5943979347811,70.53677431720969,172.79999999999998
7,9,50.0,70.7,180.0
7,10,47.4056020652189,70.53677431720969,187.20000000000002
7,11,44.852119335687505,70.04967143536267,194.4
7,12,42.37982175942717,69.2463732578868,201.59999999999997
7,13,40.02769894609449,68.13954827690797,208.8
7,14,37.832845277545815,66.74665178356142,216.0
7,15,35.82987490727615,65.08965058762323,223.2
7,16,34.05037587454116,63.19467658779787,230.4
7,17,32.52241194210828,61.09161465606522,237.60000000000002
7,18,31.270080013953397,58.813631335397,244.80000000000004
7,19,30.31313011269032,56.39665178356142,252.0
7,20,29.666653909916146,53.878793211924496,259.2
7,21,29.340846721534778,51.29976375425678,266.40000000000003
7,22,29.340846721534778,48.70023624574321,273.59999999999997
7,23,29.666653909916143,46.121206788075504,280.8
7,24,30.313130112690317,43.60334821643859,288.0
7,25,31.2700800139534,41.186368664602995,295.2
7,26,32.52241194210829,38.90838534393477,302.40000000000003
7,27,34.05037587454116,36.80532341220213,309.59999999999997
7,28,35.82987490727615,34.91034941237678,316.8
7,29,37.8328452775458,33.25334821643859,324.0
7,30,40.027698946094475,31.860451723092037,331.19999999999993
7,31,42.37982175942715,30.753626742113205,338.4
7,32,44.85211933568751,29.95032856463733,345.6
7,33,47.405602065218915,29.463225682790313,352.8
7,34,50.000000000000014,29.300000000000004,360.00000000000006
7,35,52.5943979347811,29.463225682790313,367.2
7,36,55.147880664312495,29.950328564637335,374.40000000000003
7,37,57.62017824057284,30.7536267421132,381.6
7,38,59.9723010539055,31.860451723092023,388.8
7,39,62.167154722454185,33.25334821643858,396.0
7,40,64.17012509272385,34.91034941237678,403.2
7,41,65.94962412545883,36.805323412202114,410.4
7,42,67.47758805789172,38.90838534393478,417.6
7,43,68.7299199860466,41.18636866460299,424.8
7,44,69.68686988730968,43.60334821643858,432.0
7,45,70.33334609008385,46.1212067880755,439.2
7,46,70.65915327846523,48.7002362457432,446.4
7,47,70.65915327846523,51.299763754256794,453.6
7,48,70.33334609008386,53.87879321192449,460.8
7,49,69.68686988730968,56.39665178356141,468.0
8,0,68.22717894491237,60.02047642131568,118.79999999999998
8,1,66.82755348299891,62.22593324768344,126.0
8,2,65.16254745036537,64.23857980331672,133.20000000000002
8,3,63.258418986772746,66.02667544973642,140.4
8,4,61.145197335563125,67.56202085044191,147.6
8,5,58.85620926455351,68.82040269129321,154.79999999999998
8,6,56.42755348299891,69.7819755389392,162.0
8,7,53.89753134338307,70.43157481515672,169.20000000000002
8,8,51.30604280620972,70.75895595130805,176.4
8,9,48.69395719379028,70.75895595130805,183.6
8,10,46.10246865661693,70.43157481515672,190.79999999999998
8,11,43.5724465170011,69.78197553893921,198.0
8,12,41.14379073544649,68.82040269129321,205.20000000000002
8,13,38.85480266443687,67.56202085044191,212.4
8,14,36.741581013227254,66.02667544973642,219.6
8,15,34.83745254963465,64.23857980331672,226.79999999999998
8,16,33.17244651700109,62.22593324768344,234.0
8,17,31.772821055087636,60.02047642131568,241.20000000000002
8,18,30.66064909352437,57.6569906958413,248.4
8,19,29.853470248524474,55.17274965302899,255.59999999999997
8,20,29.364014212658866,52.606931258137536,262.8
8,21,29.2,50.0,270.0
8,22,29.364014212658866,47.39306874186247,277.2
8,23,29.853470248524467,44.827250346971034,284.4
8,24,30.660649093524366,42.343009304158706,291.59999999999997
8,25,31.772821055087636,39.97952357868433,298.8
8,26,33.17244651700109,37.774066752316564,306.0
8,27,34.837452549634634,35.761420196683275,313.2
8,28,36.74158101322726,33.97332455026358,320.40000000000003
8,29,38.854802664436875,32.43797914955808,327.6
8,30,41.14379073544649,31.1795973087068,334.8
8,31,43.57244651700109,30.218024461060807,342.0
8,32,46.10246865661693,29.568425184843274,349.2
8,33,48.69395719379028,29.241044048691947,356.40000000000003
8,34,51.306042806209724,29.241044048691947,363.6
8,35,53.897531343383065,29.56842518484327,370.8
8,36,56.4275534829989,30.2180244610608,378.0
8,37,58.85620926455351,31.179597308706793,385.2
8,38,61.14519733556311,32.437979149558075,392.4
8,39,63.25841898677274,33.97332455026357,399.59999999999997
8,40,65.16254745036535,35.76142019668327,406.8
8,41,66.8275534829989,37.77406675231654,413.99999999999994
8,42,68.22717894491237,39.97952357868432,421.2
8,43,69.33935090647563,42.343009304158684,428.4
8,44,70.14652975147553,44.827250346971006,435.59999999999997
8,45,70.63598578734113,47.393068741862464,442.8
8,46,70.8,49.99999999999998,449.99999999999994
8,47,70.63598578734113,52.60693125813753,457.2
8,48,70.14652975147553,55.172749653028966,464.40000000000003
8,49,69.33935090647563,57.65699069584129,471.59999999999997
9,0,67.64645364299211,61.198780015061025,122.39999999999999
9,1,66.10372677401399,63.32216138574761,129.6
9,2,64.3070345139096,65.23544431310751,136.79999999999998
9,3,62.28471177291269,66.9084551824364,144.0
9,4,60.068651788725845,68.31480961291675,151.20000000000002
9,5,57.69380315110977,69.43232855506446,158.4
9,6,55.197618641745464,70.2433880675884,165.6
9,7,52.61946458149396,70.73519725747258,172.79999999999998
9,8,50.0,70.9,180.0
9,9,47.38053541850604,70.73519725747258,187.20000000000002
9,10,44.802381358254536,70.2433880675884,194.4
9,11,42.30619684889023,69.43232855506446,201.6
9,12,39.931348211274155,68.31480961291675,208.79999999999998
9,13,37.71528822708731,66.9084551824364,216.0
9,14,35.69296548609041,65.23544431310751,223.20000000000002
9,15,33.89627322598601,63.32216138574761,230.4
9,16,32.353546357007886,61.198780015061025,237.59999999999997
9,17,31.089114603460196,58.898787193710014,244.80000000000004
9,18,30.12291880943129,56.4584551824364,252.0
9,19,29.47019645977041,53.916269474841656,259.19999999999993
9,20,29.141241375849127,51.312321858162655,266.40000000000003
9,21,29.141241375849123,48.68767814183735,273.59999999999997
9,22,29.470196459770406,46.08373052515836,280.8
9,23,30.122918809431287,43.54154481756361,288.0
9,24,31.089114603460192,41.10121280628999,295.19999999999993
9,25,32.353546357007886,38.80121998493898,302.40000000000003
9,26,33.89627322598601,36.67783861425239,309.59999999999997
9,27,35.6929654860904,34.7645556868925,316.8
9,28,37.71528822708731,33.0915448175636,324.0
9,29,39.931348211274155,31.685190387083253,331.2
9,30,42.30619684889022,30.567671444935556,338.4
9,31,44.80238135825452,29.75661193241161,345.59999999999997
9,32,47.38053541850605,29.264802742527415,352.8
9,33,50.000000000000014,29.100000000000005,360.00000000000006
9,34,52.61946458149398,29.264802742527422,367.20000000000005
9,35,55.19761864174547,29.75661193241161,374.40000000000003
9,36,57.693803151109776,30.567671444935552,381.6
9,37,60.06865178872586,31.68519038708326,388.8
9,38,62.28471177291268,33.091544817563594,396.0
9,39,64.30703451390958,34.7645556868925,403.2
9,40,66.10372677401399,36.677838614252394,410.40000000000003
9,41,67.6464536429921,38.80121998493897,417.59999999999997
9,42,68.91088539653981,41.10121280628999,424.8
9,43,69.8770811905687,43.54154481756359,432.0
9,44,70.5298035402296,46.08373052515835,439.2
9,45,70.85875862415088,48.68767814183735,446.40000000000003
9,46,70.85875862415088,51.31232185816264,453.59999999999997
9,47,70.5298035402296,53.916269474841656,460.8
9,48,69.87708119056872,56.458455182436396,468.0
9,49,68.91088539653981,58.89878719371002,475.19999999999993
10,0,66.9893568818739,62.34349029814193,126.0
10,1,65.30834117584965,64.37548922450246,133.20000000000002
10,2,63.38590378472249,66.18077809829157,140.4
10,3,61.252362694558926,67.73088643554232,147.6
10,4,58.94136512286653,69.00136810178641,154.79999999999998
10,5,56.489356881873896,69.97218684219823,162.0
10,6,53.93500760630022,70.62803226530247,169.20000000000002
10,7,51.318600910115585,70.95856129699371,176.4
10,8,48.681399089884415,70.95856129699371,183.6
10,9,46.06499239369978,70.62803226530247,190.79999999999998
10,10,43.510643118126104,69.97218684219823,198.0
10,11,41.05863487713347,69.00136810178641,205.20000000000002
10,12,38.747637305441074,67.73088643554232,212.4
10,13,36.61409621527752,66.18077809829157,219.6
10,14,34.691658824150366,64.37548922450247,226.79999999999998
10,15,33.010643118126104,62.34349029814194,234.0
10,16,31.597559719078866,60.11682715613602,241.20000000000002
10,17,30.47469379634672,57.73061560637824,248.4
10,18,29.659753616298744,55.222487630461956,255.59999999999997
10,19,29.165591272395968,52.631997904850394,262.8
10,20,29.0,50.0,270.0
10,21,29.165591272395968,47.368002095149606,277.2
10,22,29.659753616298744,44.77751236953805,284.40000000000003
10,23,30.474693796346717,42.26938439362177,291.59999999999997
10,24,31.597559719078863,39.88317284386399,298.8
10,25,33.0106431181261,37.65650970185807,306.0
10,26,34.69165882415035,35.62451077549754,313.2
10,27,36.61409621527752,33.81922190170842,320.40000000000003
10,28,38.74763730544106,32.26911356445769,327.59999999999997
10,29,41.058634877133485,30.99863189821359,334.8
10,30,43.5106431181261,30.027813157801777,342.0
10,31,46.06499239369976,29.371967734697538,349.19999999999993
10,32,48.68139908988442,29.041438703006296,356.40000000000003
10,33,51.31860091011559,29.041438703006296,363.6
10,34,53.93500760630023,29.371967734697538,370.8
10,35,56.489356881873896,30.02781315780177,378.0
10,36,58.94136512286653,30.998631898213592,385.2
10,37,61.252362694558926,32.26911356445768,392.40000000000003
10,38,63.38590378472247,33.81922190170842,399.59999999999997
10,39,65.30834117584963,35.624510775497534,406.8
10,40,66.9893568818739,37.65650970185806,414.0
10,41,68.40244028092113,39.88317284386396,421.19999999999993
10,42,69.52530620365329,42.26938439362176,428.40000000000003
10,43,70.34024638370126,44.77751236953804,435.59999999999997
10,44,70.83440872760403,47.3680020951496,442.8
10,45,71.0,49.99999999999999,450.0
10,46,70.83440872760403,52.631997904850365,457.19999999999993
10,47,70.34024638370126,55.222487630461956,464.40000000000003
